Testing endpoint tetr=49 and laci=18
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 19 <- t2 = 39 ; l2 = 20
t0 = 39 ; l0 = 18 <- t1 = 29 ; l1 = 18 <- t2 = 29 ; l2 = 19
t0 = 39 ; l0 = 18 <- t1 = 40 ; l1 = 18 <- t2 = 40 ; l2 = 19
t0 = 39 ; l0 = 18 <- t1 = 29 ; l1 = 18 <- t2 = 19 ; l2 = 18
t0 = 39 ; l0 = 18 <- t1 = 29 ; l1 = 18 <- t2 = 30 ; l2 = 18
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 19 <- t2 = 29 ; l2 = 19
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 19 <- t2 = 40 ; l2 = 19
t0 = 39 ; l0 = 18 <- t1 = 40 ; l1 = 18 <- t2 = 30 ; l2 = 18
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 8 <- t2 = 29 ; l2 = 8
t0 = 39 ; l0 = 18 <- t1 = 40 ; l1 = 18 <- t2 = 40 ; l2 = 8
t0 = 39 ; l0 = 18 <- t1 = 29 ; l1 = 18 <- t2 = 29 ; l2 = 8
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 8 <- t2 = 39 ; l2 = 9
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 19 <- t2 = 39 ; l2 = 9
t0 = 39 ; l0 = 18 <- t1 = 39 ; l1 = 8 <- t2 = 40 ; l2 = 8
