Added  | (tetr_def.tetr = 40 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 67 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 62 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 61 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 70 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 70 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 63 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 62 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 74 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 70 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 74 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 64 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 74 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 75 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 75 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 66 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 99 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 62 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 62 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 62 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 62 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 70 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 74 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 70 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 67 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 67 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 99 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 69 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 72 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 75 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 68 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 74 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 75 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 73 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 77 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 71 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 76 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 75 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 75 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 79 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 78 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 99 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 89 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 83 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 80 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 84 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 88 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 87 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 85 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 94 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 82 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 86 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 81 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 99 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 90 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 92 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 95 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 91 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 93 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 114 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 99 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 119 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 9)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 120 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 104 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 111 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 20)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 106 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 103 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 97 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 100 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 4)
Added  | (tetr_def.tetr = 113 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 121 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 98 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 8)
Added  | (tetr_def.tetr = 96 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 7)
Added  | (tetr_def.tetr = 105 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 102 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 6)
Added  | (tetr_def.tetr = 109 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 3)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 0)
Added  | (tetr_def.tetr = 108 & laci_def.laci = 5)
Added  | (tetr_def.tetr = 101 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 127 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 123 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 125 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 118 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 126 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 124 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 107 & laci_def.laci = 2)
Added  | (tetr_def.tetr = 117 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 112 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 116 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 115 & laci_def.laci = 1)
Added  | (tetr_def.tetr = 110 & laci_def.laci = 1)
