Testing endpoint tetr=50 and laci=19
t0 = 40 ; l0 = 19 <- t1 = 30 ; l1 = 19 <- t2 = 20 ; l2 = 19
t0 = 50 ; l0 = 20 <- t1 = 50 ; l1 = 21 <- t2 = 50 ; l2 = 22
t0 = 50 ; l0 = 20 <- t1 = 40 ; l1 = 20 <- t2 = 30 ; l2 = 20
t0 = 50 ; l0 = 20 <- t1 = 51 ; l1 = 20 <- t2 = 51 ; l2 = 21
t0 = 50 ; l0 = 20 <- t1 = 50 ; l1 = 21 <- t2 = 40 ; l2 = 21
t0 = 50 ; l0 = 20 <- t1 = 40 ; l1 = 20 <- t2 = 41 ; l2 = 20
t0 = 50 ; l0 = 20 <- t1 = 50 ; l1 = 21 <- t2 = 51 ; l2 = 21
t0 = 50 ; l0 = 20 <- t1 = 51 ; l1 = 20 <- t2 = 52 ; l2 = 20
t0 = 40 ; l0 = 19 <- t1 = 40 ; l1 = 20 <- t2 = 30 ; l2 = 20
t0 = 40 ; l0 = 19 <- t1 = 40 ; l1 = 20 <- t2 = 40 ; l2 = 21
t0 = 50 ; l0 = 20 <- t1 = 51 ; l1 = 20 <- t2 = 41 ; l2 = 20
t0 = 40 ; l0 = 19 <- t1 = 40 ; l1 = 20 <- t2 = 41 ; l2 = 20
t0 = 40 ; l0 = 19 <- t1 = 30 ; l1 = 19 <- t2 = 30 ; l2 = 20
t0 = 40 ; l0 = 19 <- t1 = 30 ; l1 = 19 <- t2 = 31 ; l2 = 19
t0 = 50 ; l0 = 20 <- t1 = 40 ; l1 = 20 <- t2 = 40 ; l2 = 21
t0 = 50 ; l0 = 20 <- t1 = 40 ; l1 = 20 <- t2 = 40 ; l2 = 10
t0 = 40 ; l0 = 19 <- t1 = 40 ; l1 = 9 <- t2 = 40 ; l2 = 10
t0 = 40 ; l0 = 19 <- t1 = 30 ; l1 = 19 <- t2 = 30 ; l2 = 9
t0 = 40 ; l0 = 19 <- t1 = 40 ; l1 = 9 <- t2 = 30 ; l2 = 9
t0 = 40 ; l0 = 19 <- t1 = 40 ; l1 = 20 <- t2 = 40 ; l2 = 10
