Testing endpoint tetr=106 and laci=19
t0 = 106 ; l0 = 20 <- t1 = 96 ; l1 = 20 <- t2 = 86 ; l2 = 20
t0 = 106 ; l0 = 20 <- t1 = 106 ; l1 = 21 <- t2 = 106 ; l2 = 22
t0 = 106 ; l0 = 20 <- t1 = 107 ; l1 = 20 <- t2 = 108 ; l2 = 20
t0 = 106 ; l0 = 20 <- t1 = 96 ; l1 = 20 <- t2 = 96 ; l2 = 21
t0 = 106 ; l0 = 20 <- t1 = 106 ; l1 = 21 <- t2 = 96 ; l2 = 21
t0 = 106 ; l0 = 20 <- t1 = 96 ; l1 = 20 <- t2 = 97 ; l2 = 20
t0 = 106 ; l0 = 20 <- t1 = 106 ; l1 = 21 <- t2 = 107 ; l2 = 21
t0 = 106 ; l0 = 20 <- t1 = 107 ; l1 = 20 <- t2 = 97 ; l2 = 20
t0 = 106 ; l0 = 20 <- t1 = 107 ; l1 = 20 <- t2 = 107 ; l2 = 21
