Testing endpoint tetr=47 and laci=19
t0 = 47 ; l0 = 20 <- t1 = 37 ; l1 = 20 <- t2 = 37 ; l2 = 21
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 20 <- t2 = 37 ; l2 = 21
t0 = 47 ; l0 = 20 <- t1 = 48 ; l1 = 20 <- t2 = 48 ; l2 = 21
t0 = 37 ; l0 = 19 <- t1 = 27 ; l1 = 19 <- t2 = 17 ; l2 = 19
t0 = 47 ; l0 = 20 <- t1 = 47 ; l1 = 21 <- t2 = 47 ; l2 = 22
t0 = 37 ; l0 = 19 <- t1 = 38 ; l1 = 19 <- t2 = 28 ; l2 = 19
t0 = 37 ; l0 = 19 <- t1 = 27 ; l1 = 19 <- t2 = 28 ; l2 = 19
t0 = 37 ; l0 = 19 <- t1 = 38 ; l1 = 19 <- t2 = 38 ; l2 = 20
t0 = 37 ; l0 = 19 <- t1 = 27 ; l1 = 19 <- t2 = 27 ; l2 = 20
t0 = 47 ; l0 = 20 <- t1 = 37 ; l1 = 20 <- t2 = 27 ; l2 = 20
t0 = 47 ; l0 = 20 <- t1 = 47 ; l1 = 21 <- t2 = 48 ; l2 = 21
t0 = 47 ; l0 = 20 <- t1 = 47 ; l1 = 21 <- t2 = 37 ; l2 = 21
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 9 <- t2 = 27 ; l2 = 9
t0 = 47 ; l0 = 20 <- t1 = 48 ; l1 = 20 <- t2 = 38 ; l2 = 20
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 20 <- t2 = 27 ; l2 = 20
t0 = 47 ; l0 = 20 <- t1 = 37 ; l1 = 20 <- t2 = 38 ; l2 = 20
t0 = 47 ; l0 = 20 <- t1 = 48 ; l1 = 20 <- t2 = 49 ; l2 = 20
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 20 <- t2 = 38 ; l2 = 20
t0 = 37 ; l0 = 19 <- t1 = 38 ; l1 = 19 <- t2 = 39 ; l2 = 19
t0 = 37 ; l0 = 19 <- t1 = 38 ; l1 = 19 <- t2 = 38 ; l2 = 9
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 9 <- t2 = 38 ; l2 = 9
t0 = 37 ; l0 = 19 <- t1 = 27 ; l1 = 19 <- t2 = 27 ; l2 = 9
t0 = 47 ; l0 = 20 <- t1 = 37 ; l1 = 20 <- t2 = 37 ; l2 = 10
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 9 <- t2 = 37 ; l2 = 10
t0 = 37 ; l0 = 19 <- t1 = 37 ; l1 = 20 <- t2 = 37 ; l2 = 10
