Testing endpoint tetr=43 and laci=14
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 15 <- t2 = 33 ; l2 = 16
t0 = 33 ; l0 = 14 <- t1 = 23 ; l1 = 14 <- t2 = 13 ; l2 = 14
t0 = 33 ; l0 = 14 <- t1 = 34 ; l1 = 14 <- t2 = 24 ; l2 = 14
t0 = 33 ; l0 = 14 <- t1 = 23 ; l1 = 14 <- t2 = 23 ; l2 = 15
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 15 <- t2 = 23 ; l2 = 15
t0 = 33 ; l0 = 14 <- t1 = 34 ; l1 = 14 <- t2 = 35 ; l2 = 14
t0 = 33 ; l0 = 14 <- t1 = 23 ; l1 = 14 <- t2 = 24 ; l2 = 14
t0 = 33 ; l0 = 14 <- t1 = 23 ; l1 = 14 <- t2 = 23 ; l2 = 4
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 15 <- t2 = 34 ; l2 = 15
t0 = 33 ; l0 = 14 <- t1 = 34 ; l1 = 14 <- t2 = 34 ; l2 = 15
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 4 <- t2 = 33 ; l2 = 5
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 15 <- t2 = 33 ; l2 = 5
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 4 <- t2 = 23 ; l2 = 4
t0 = 33 ; l0 = 14 <- t1 = 34 ; l1 = 14 <- t2 = 34 ; l2 = 4
t0 = 33 ; l0 = 14 <- t1 = 33 ; l1 = 4 <- t2 = 34 ; l2 = 4
