Testing endpoint tetr=135 and laci=19
t0 = 135 ; l0 = 20 <- t1 = 136 ; l1 = 20 <- t2 = 126 ; l2 = 20
t0 = 135 ; l0 = 20 <- t1 = 125 ; l1 = 20 <- t2 = 115 ; l2 = 20
t0 = 135 ; l0 = 20 <- t1 = 135 ; l1 = 21 <- t2 = 125 ; l2 = 21
t0 = 135 ; l0 = 20 <- t1 = 135 ; l1 = 21 <- t2 = 135 ; l2 = 22
t0 = 135 ; l0 = 20 <- t1 = 136 ; l1 = 20 <- t2 = 137 ; l2 = 20
t0 = 135 ; l0 = 20 <- t1 = 125 ; l1 = 20 <- t2 = 125 ; l2 = 21
t0 = 135 ; l0 = 20 <- t1 = 125 ; l1 = 20 <- t2 = 126 ; l2 = 20
t0 = 135 ; l0 = 20 <- t1 = 135 ; l1 = 21 <- t2 = 136 ; l2 = 21
t0 = 135 ; l0 = 20 <- t1 = 136 ; l1 = 20 <- t2 = 136 ; l2 = 21
