Testing endpoint tetr=45 and laci=13
t0 = 35 ; l0 = 13 <- t1 = 25 ; l1 = 13 <- t2 = 25 ; l2 = 14
t0 = 35 ; l0 = 13 <- t1 = 36 ; l1 = 13 <- t2 = 26 ; l2 = 13
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 14 <- t2 = 35 ; l2 = 15
t0 = 35 ; l0 = 13 <- t1 = 36 ; l1 = 13 <- t2 = 36 ; l2 = 14
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 14 <- t2 = 25 ; l2 = 14
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 14 <- t2 = 36 ; l2 = 14
t0 = 35 ; l0 = 13 <- t1 = 25 ; l1 = 13 <- t2 = 15 ; l2 = 13
t0 = 35 ; l0 = 13 <- t1 = 25 ; l1 = 13 <- t2 = 26 ; l2 = 13
t0 = 35 ; l0 = 13 <- t1 = 36 ; l1 = 13 <- t2 = 37 ; l2 = 13
t0 = 35 ; l0 = 13 <- t1 = 25 ; l1 = 13 <- t2 = 25 ; l2 = 3
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 14 <- t2 = 35 ; l2 = 4
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 3 <- t2 = 35 ; l2 = 4
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 3 <- t2 = 25 ; l2 = 3
t0 = 35 ; l0 = 13 <- t1 = 36 ; l1 = 13 <- t2 = 36 ; l2 = 3
t0 = 35 ; l0 = 13 <- t1 = 35 ; l1 = 3 <- t2 = 36 ; l2 = 3
