Testing endpoint tetr=191 and laci=19
t0 = 191 ; l0 = 20 <- t1 = 192 ; l1 = 20 <- t2 = 182 ; l2 = 20
t0 = 191 ; l0 = 20 <- t1 = 181 ; l1 = 20 <- t2 = 181 ; l2 = 21
t0 = 191 ; l0 = 20 <- t1 = 191 ; l1 = 21 <- t2 = 181 ; l2 = 21
t0 = 191 ; l0 = 20 <- t1 = 192 ; l1 = 20 <- t2 = 193 ; l2 = 20
t0 = 191 ; l0 = 20 <- t1 = 181 ; l1 = 20 <- t2 = 171 ; l2 = 20
t0 = 191 ; l0 = 20 <- t1 = 181 ; l1 = 20 <- t2 = 182 ; l2 = 20
t0 = 191 ; l0 = 20 <- t1 = 191 ; l1 = 21 <- t2 = 191 ; l2 = 22
t0 = 191 ; l0 = 20 <- t1 = 192 ; l1 = 20 <- t2 = 192 ; l2 = 21
t0 = 191 ; l0 = 20 <- t1 = 191 ; l1 = 21 <- t2 = 192 ; l2 = 21
